year_film,year_ceremony,film,count of year_ceremony,budget,opening_gross,usa_gross,ww_gross,imdb,metacritic,rm_critics,rm_audience,note
1996,1997,Suzanne Farrell: Elusive Muse,1,,,,,7.9,,,,no info
1996,1997,Tell the Truth and Run: George Seldes and the American Press,1,,,3204,3204,7.7,,,80,no info
1996,1997,That Thing You Do!,1,26000000,6208595,25857416,34585416,6.9,71,93,78,
1996,1997,The Birdcage,1,31000000,18275828,124060553,185260553,7.1,72,81,81,
1996,1997,The Crucible,2,25000000,62995,7343114,7343114,6.8,,68,66,no info
1996,1997,The English Patient,12,27000000,278439,78676425,231976425,7.4,87,85,83,
1996,1997,The First Wives Club,1,26000000,18913411,105489203,181489203,6.4,58,50,68,
1996,1997,The Ghost and the Darkness,1,55000000,9215063,38619405,38619405,6.9,,49,75,no info
1996,1997,The Hunchback of Notre Dame,1,100000000,21037414,100138851,325338851,6.9,74,71,70,
1996,1997,The Line King: The Al Hirschfeld Story,1,,5677,50605,50605,7,,,,no info
1996,1997,The Mirror Has Two Faces,2,42000000,12210868,41083864,41083864,6.7,,55,72,no info
1996,1997,The Nutty Professor,1,54000000,25411725,128814019,273961019,5.6,62,64,44,
1996,1997,The Other Side of Sunday,1,,2621,4769,4769,6.8,,,,no info
1996,1997,The People vs. Larry Flynt,2,36000000,523295,20300385,20300385,7.3,79,88,80,
1996,1997,The Portrait of a Lady,2,,107819,3692836,3692836,6.2,61,45,52,no info
1996,1997,The Preacher's Wife,1,40000000,7649752,48102795,48102795,5.6,,60,52,no info
1996,1997,The Rock,1,75000000,25069525,134069511,335062621,7.4,,66,85,no info
1996,1997,The Wild Bunch: An Album in Montage,1,6244087,,638641,638641,7.9,,,,no info
1996,1997,Trainspotting,1,2085000,262673,16491080,16596538,8.1,83,91,93,"budget GBP, no info"
1996,1997,Twister,2,92000000,41059405,241721524,494471524,6.4,68,59,58,
1996,1997,Up Close and Personal,1,60000000,11101955,51088705,100688705,6.2,,31,66,no info
1996,1997,Wat's Pig,1,,,112175,112175,6.8,,,,no info
1996,1997,When We Were Kings,1,,12479,2789985,2789985,8,83,98,94,no info
1996,1997,William Shakespeare's Romeo & Juliet,1,14500000,11133231,46351345,147554998,6.7,60,72,77,
1996,1997,Wordless,1,,,,,6.6,,,,no info
1997,1998,4 Little Girls,1,,13528,130146,130146,7.8,88,100,89,no info
1997,1998,A Story of Healing,1,,,,,6.7,,,,no info
1997,1998,Afterglow,1,,50052,2465960,2465960,6.1,68,76,44,no info
1997,1998,Air Force One,2,85000000,37132505,172956409,315156409,6.5,61,78,66,
1997,1998,Alaska: Spirit of the Wild,1,,,,553541,7.2,,,52,no info
1997,1998,Amazon,1,,,,,6.9,,,,no info
1997,1998,Amistad,4,36000000,4573523,44229441,44229441,7.3,63,77,79,
1997,1998,Anastasia,2,50000000,120541,58406347,139804348,7.2,61,86,77,
1997,1998,As Good as It Gets,7,50000000,12606928,148478011,314178011,7.7,67,85,86,
1997,1998,Ayn Rand: A Sense of Life,1,1000000,26101,205246,205246,6.5,,50,67,no info
1997,1998,Beyond Silence,1,,14015,181881,181881,7.4,,83,81,no info
1997,1998,Boogie Nights,3,15000000,50168,26400640,43101594,7.9,85,93,89,
1997,1998,Character,1,4500000,37268,623983,623983,7.7,,92,91,no info
1997,1998,Colors Straight Up,1,,,,,7.1,,,,no info
1997,1998,Con Air,2,75000000,24131738,101117573,224012234,6.8,52,56,75,
1997,1998,Contact,1,90000000,20584908,100920329,171120329,7.4,62,66,78,
1997,1998,Dance Lexie Dance,1,62550,,,,7.2,,,,"budget GBP, no info"
1997,1998,Daughter of the Bride,1,,,,,6.2,,,,no info
1997,1998,Deconstructing Harry,1,20000000,356476,10686841,10686841,7.4,61,73,82,
1997,1998,Donnie Brasco,1,35000000,11660216,41909762,124909762,7.7,76,88,89,
1997,1998,Face/Off,1,80000000,23387530,112276146,245676146,7.3,,92,82,no info
1997,1998,Famous Fred,1,,,,,6.1,,,,no info
1997,1998,Four Days in September,1,,32017,397517,397517,7.4,,59,75,no info
1997,1998,Gattaca,1,36000000,4320202,12532777,12532777,7.8,64,83,87,
1997,1998,Geri's Game,1,,,,,7.9,,,86,no info
1997,1998,Good Will Hunting,9,10000000,272912,138433435,225933435,8.3,70,98,94,
1997,1998,Hercules,1,85000000,249567,99112101,252712101,7.3,74,84,76,
1997,1998,In & Out,1,35000000,15019821,63856929,63856929,6.4,,71,52,no info
1997,1998,It's Good to Talk,1,,,,,7.1,,,,no info
1997,1998,Jackie Brown,1,12000000,9292248,39673162,39673767,7.5,64,87,85,
1997,1998,Kundun,4,28000000,72095,5684789,5684789,7,74,75,79,
1997,1998,L.A. Confidential,9,35000000,5211198,64616940,126216940,8.2,90,99,94,
1997,1998,La Vieille Dame et les Pigeons (The Old Lady and the Pigeons),1,,,,,7.8,,,,no info
1997,1998,Men in Black,3,90000000,51068455,250690539,589390539,7.3,71,92,79,
1997,1998,Mrs. Brown,2,,76268,9229808,9229808,7.2,71,92,79,no info
1997,1998,My Best Friend's Wedding,1,38000000,21678377,127120029,299288605,6.3,50,73,73,
1997,1998,Oscar and Lucinda,1,12320000,83461,1897404,1897404,6.6,,66,65,"budget AUD, no info"
1997,1998,Redux Riding Hood,1,,,,,7.4,,,,no info
1997,1998,Secrets of the Heart,1,1727000,,,,7.1,,,82,no info
1997,1998,Starship Troopers,1,105000000,22058773,54814377,121214377,7.2,51,65,70,
1997,1998,Still Kicking: The Fabulous Palm Springs Follies,1,,,,,7.3,,,,no info
1997,1998,Sweethearts?,1,,,,,6.8,,,,no info
1997,1998,The Apostle,1,5000000,29396,19868354,19868354,7.2,83,90,79,
1997,1998,The Fifth Element,1,93000000,17031345,63820180,263920180,7.7,52,71,86,
1997,1998,The Full Monty,4,3500000,176585,45950122,257938649,7.2,75,96,79,
1997,1998,The Long Way Home,1,,10606,60509,60509,7.5,,82,,no info
1997,1998,The Lost World: Jurassic Park,1,73000000,72132785,229086679,618638999,6.6,59,53,51,
1997,1998,The Mermaid,1,,,,,7.8,,,,no info
1997,1998,The Sweet Hereafter,2,4000000,31149,3263585,3263585,7.5,91,98,86,budget CAD
1997,1998,The Thief,1,2000000,33340,1126506,1126506,7.7,,88,88,no info
1997,1998,The Wings of the Dove,4,,183610,13692848,13692848,7.1,73,84,78,no info
1997,1998,Titanic,14,200000000,28638131,659363944,2201647264,7.8,75,89,69,
1997,1998,Ulee's Gold,1,2700000,89563,9161691,9161691,7,,94,75,no info
1997,1998,Visas and Virtue,1,,,,,6.7,,18,47,no info
1997,1998,Waco: The Rules of Engagement,1,2500000,,142193,142193,7.9,,88,86,no info
1997,1998,Wag the Dog,2,15000000,92079,43061945,64256513,7.2,73,85,76,
1997,1998,Wolfgang,1,,,,,6.7,,,,no info
1998,1999,A Bug's Life,1,120000000,"291,121, 22",162798565,363258859,7.2,77,92,73,
1998,1999,A Civil Action,2,75000000,"70,079, 27",56709981,56709981,6.6,68,61,55,
1998,1999,A Place in the Land,1,,,,,6.2,,,,no info
1998,1999,A Simple Plan,2,30000000,390563,16316273,16316273,7.5,82,91,81,
1998,1999,Affliction,2,6000000,63979,6330054,6330054,7,79,88,72,
1998,1999,American History X,1,20000000,156076,6719864,23875127,8.5,62,83,96,
1998,1999,Armageddon,4,140000000,36089972,201578182,553709788,6.7,42,38,73,
1998,1999,Babe: Pig in the City,1,90000000,6162640,18319860,69131860,5.7,68,65,41,
1998,1999,Beloved,1,80000000,8165551,22852487,22852487,6,57,78,71,
1998,1999,Bulworth,1,30000000,141816,26528185,29202884,6.8,75,76,68,
1998,1999,Bunny,1,,,,,6.6,,,,no info
1998,1999,Central Station,2,2900000,35708,5969553,5971073,8,80,94,95,
1998,1999,Children of Heaven,1,180000,20100,933933,933933,8.3,77,83,96,
1998,1999,Culture,1,,,,,6.6,,,,no info
1998,1999,Dancemaker,1,,10594,256780,256780,6.5,,92,79,no info
1998,1999,Election Night (Valgaften),1,,,,,7.4,,,79,no info
1998,1999,Elizabeth,7,30000000,275131,30082699,82150642,7.4,75,82,86,
1998,1999,Gods and Monsters,3,10000000,75508,6451628,6451628,7.3,74,95,83,
1998,1999,Hilary and Jackie,2,7000000,92956,4912892,4912892,7.3,78,88,83,
1998,1999,Holiday Romance,1,,,,,6.8,,,,no info
1998,1999,Jolly Roger,1,,,,,6.4,,,,no info
1998,1999,La Carte Postale (The Postcard),1,,,,,7,,,,no info
1998,1999,Lenny Bruce: Swear to Tell the Truth,1,,16445,21350,,7.9,,,88,no info
1998,1999,Life Is Beautiful,7,20000000,118920,57563264,230098753,8.6,59,80,96,
1998,1999,Little Voice,1,,93722,4611784,4611784,6.9,68,79,74,no info
1998,1999,Mighty Joe Young,1,90000000,10602042,50632037,50632037,5.6,51,55,40,
1998,1999,More,1,,,,,8.1,,,92,no info
1998,1999,Mulan,1,90000000,22745143,120620254,304320254,7.6,71,86,85,
1998,1999,One True Thing,1,30000000,6606455,23245840,26616840,7,63,89,71,
1998,1999,Out of Sight,2,48000000,12020435,37562568,77745568,7,85,93,74,
1998,1999,Patch Adams,1,90000000,25262280,135026902,202292902,6.8,25,22,73,
1998,1999,Pleasantville,3,60000000,8855063,40584421,49805462,7.5,71,85,79,
1998,1999,Primary Colors,2,65000000,12045395,39001187,52090187,6.6,70,81,64,
1998,1999,Quest for Camelot,1,40000000,6041602,22510798,22510798,6.3,,45,59,no info
1998,1999,Regret to Inform,1,,6294,44204,44204,7.1,,94,75,no info
1998,1999,Saving Private Ryan,11,70000000,30576104,217049603,482349603,8.6,91,93,95,
1998,1999,Shakespeare in Love,13,25000000,224012,100317794,289317794,7.1,87,92,80,
1998,1999,Sunrise over Tiananmen Square,1,,,,,7.7,,,,no info
1998,1999,Tango,1,847000000,,1897948,1897948,7.1,,68,86,"budget: ESP, no info"
1998,1999,The Canterbury Tales,1,,,,,6.4,,,,no info
1998,1999,"The Farm: Angola, U.S.A.",1,,,,,7.4,,100,87,no info
1998,1999,The Grandfather,1,484000000,12726,54468,54838,7.3,57,53,86,budget:ESP
1998,1999,The Horse Whisperer,1,60000000,13685488,75383563,186883563,6.6,65,74,72,
1998,1999,The Last Days,1,,20492,421432,421432,7.6,,91,91,no info
1998,1999,The Mask of Zorro,2,95000000,22525855,94095523,250288523,6.7,63,83,73,
1998,1999,The Personals: Improvisations on Romance in the Golden Years,1,,5870,5870,,6.3,,,,no info
1998,1999,The Prince of Egypt,2,70000000,14524321,101413188,218613188,7.1,64,80,76,
1998,1999,The Thin Red Line,7,52000000,282534,36400491,98126565,7.6,78,80,80,
1998,1999,The Truman Show,3,60000000,31542121,125618201,264118201,8.1,90,95,89,
1998,1999,Velvet Goldmine,1,,301787,1053788,1053788,7,65,58,80,no info
1998,1999,Victor,1,,,,,7.5,,,,no info
1998,1999,What Dreams May Come,2,85000000,15833592,55382927,55382927,7.1,44,54,84,
1998,1999,When Life Departs,1,,,,,6.7,,,,no info
1999,2000,3 Misses,1,,,,,5.9,,,,no info
1999,2000,All about My Mother,1,,50362,8344738,67952969,7.8,87,98,93,no info
1999,2000,American Beauty,8,15000000,861531,130096601,356296601,8.3,84,87,93,
1999,2000,Angela's Ashes,1,50000000,54628,13042112,13042112,7.3,54,51,81,
1999,2000,Anna and the King,2,92000000,5223416,39263420,113996937,6.7,56,51,64,
1999,2000,Austin Powers: The Spy Who Shagged Me,1,33000000,17981900,206040086,312016928,6.6,59,52,71,
1999,2000,Being John Malkovich,3,13000000,637721,22863596,23106667,7.7,90,93,87,
1999,2000,Bicentennial Man,1,100000000,8234926,58223861,87423861,6.9,42,36,58,
1999,2000,Boys Don't Cry,2,2000000,73720,11540607,11540607,7.5,86,89,87,
1999,2000,"Bror, Min Bror (Theis and Nico)",1,,,,,6.8,,,,no info
1999,2000,Buena Vista Social Club,1,,127370,7002182,23141199,7.7,81,92,90,no info
1999,2000,Caravan (Himalaya),1,,,2619885,21069306,7.5,73,87,91,no info
1999,2000,East-West,1,11500000,56147,2321029,6031521,7.4,61,65,88,
1999,2000,Election,1,25000000,119080,14902041,14902041,7.2,83,92,79,
1999,2000,Eyewitness,1,,,,,7.3,,,,no info
1999,2000,Fight Club,1,63000000,11035485,37030102,101209593,8.8,66,79,96,
1999,2000,Genghis Blues,1,,6524,374550,374550,7.9,,75,91,no info
1999,2000,"Girl, Interrupted",1,40000000,95399,28912646,48350205,7.3,51,53,84,
1999,2000,Humdrum,1,,,,,6.4,,,,no info
1999,2000,Killing Joe,1,139000,,,,6.4,,,,"budget:GBP, no info"
1999,2000,King Gimp,1,,,,,7.8,,,57,no info
1999,2000,Kleingeld (Small Change),1,,,,,7.5,,,,no info
1999,2000,Life,1,80000000,20414775,64016268,73475268,6.8,63,50,77,
1999,2000,Magnolia,3,37000000,193604,22455976,48451803,8,77,83,89,
1999,2000,Major and Minor Miracles,1,,,,,6.7,,,,no info
1999,2000,Music of the Heart,2,27000000,3653281,14859394,14936407,6.8,54,63,72,
1999,2000,My Grandmother Ironed the King's Shirts,1,,,,,6.9,,,,no info
1999,2000,My Mother Dreams the Satan's Disciples in New York,1,,,,,6.4,,,,no info
1999,2000,On the Ropes,1,,7431,46737,46737,7.1,80,93,75,no info
1999,2000,One Day in September,1,,15149,156818,156818,7.8,82,97,92,no info
1999,2000,Sleepy Hollow,3,100000000,30060467,101071502,206071502,7.3,65,69,80,
1999,2000,Snow Falling on Cedars,1,35000000,32135,14417593,23049593,6.7,44,39,67,
1999,2000,Solomon and Gaenor,1,,,165485,165485,6.8,58,70,83,no info
1999,2000,"South Park: Bigger, Longer & Uncut",1,21000000,11335889,52037603,83137603,7.7,73,80,88,
1999,2000,Speaking in Strings,1,,1519,6859,6859,6.7,56,,,no info
1999,2000,Star Wars Episode I: The Phantom Menace,3,115000000,64820970,474544677,1027082707,6.5,51,52,59,
1999,2000,Stuart Little,1,133000000,15018223,140035367,300135367,5.9,61,67,41,
1999,2000,Sweet and Lowdown,2,29750000,94686,4197015,4525794,7.2,70,77,82,
1999,2000,Tarzan,1,130000000,34221968,171091819,448191819,7.3,79,89,75,
1999,2000,The Cider House Rules,7,24000000,110098,57545092,88545092,7.4,75,71,77,
1999,2000,The End of the Affair,2,23000000,198535,10827816,10827816,7.1,65,67,74,
1999,2000,The Green Mile,4,60000000,18017152,136801374,286801374,8.6,61,78,94,
1999,2000,The Hurricane,1,50000000,384640,50699241,73956241,7.6,74,83,87,
1999,2000,The Insider,7,90000000,6712361,29089912,60289912,7.8,84,96,90,
1999,2000,The Matrix,4,63000000,27788331,171479930,466364682,8.7,73,88,85,
1999,2000,The Mummy,1,80000000,43369635,155385488,415933406,7,48,61,75,
1999,2000,The Old Man and the Sea,1,,,,,8.1,,,90,no info
1999,2000,The Red Violin,1,18000000,47415,10019109,10019109,7.6,57,74,91,
1999,2000,The Sixth Sense,6,40000000,26681262,293506292,672806292,8.1,68,86,90,
1999,2000,The Straight Story,1,10000000,92312,6203044,6416569,8,68,95,91,
1999,2000,The Talented Mr. Ripley,5,40000000,12738237,81298265,128799509,7.4,76,84,80,
1999,2000,The Wildest Show in the South: The Angola Prison Rodeo,1,,,,,6.4,,,,no info
1999,2000,Titus,1,,22313,2007290,2259680,7.1,57,68,86,no info
1999,2000,Topsy-Turvy,4,13900000,31387,6208548,6208548,7.3,90,89,79,budget:GBP
1999,2000,Toy Story 2,1,90000000,300163,245852179,497375381,7.9,88,100,86,
1999,2000,Tumbleweeds,1,312000,,1350248,1350248,6.7,75,82,65,no info
1999,2000,Under the Sun,1,,6875,316020,316020,6.7,60,74,78,no info
1999,2000,When the Day Breaks,1,,,,,6.8,,,75,no info
2000,2001,102 Dalmatians,1,85000000,19883351,########,183611771,4.9,35,31,32,
2000,2001,A Soccer Story (Uma Historia de Futebol),1,,,,,6.8,,,,No info
2000,2001,Almost Famous,4,60000000,2314646,32534850,47385836,7.9,90,89,92,
2000,2001,Amores Perros,1,2000000,61047,5408467,20908467,8.1,83,92,94,
2000,2001,Before Night Falls,1,,85230,4242892,8601053,7.2,85,73,84,No info
2000,2001,Big Mama,1,30000000,25661041,117559438,173959438,5.2,33,30,57,
2000,2001,Billy Elliot,3,5000000,215681,21995263,109283018,7.7,74,85,89,
2000,2001,By Courier,1,,,,,7.5,,,,no info
2000,2001,Cast Away,2,90000000,28883406,233632142,429632142,7.8,73,89,84,
2000,2001,Chocolat,5,25000000,157624,71509363,152699976,7.2,64,62,83,
2000,2001,"Crouching Tiger, Hidden Dragon",10,17000000,663205,128078872,213525736,7.8,94,97,86,
2000,2001,Curtain Call,1,,,,,7.7,,,,no info
2000,2001,Dancer in the Dark,1,12800000,91612,4184036,40031879,8,61,69,91,
2000,2001,Divided We Fall,1,,28583,1332586,2046440,7.6,69,90,91,no info
2000,2001,Dolphins,1,7200000,,,,7.3,,89,64,
2000,2001,Dr. Seuss' How the Grinch Stole Christmas,3,123000000,55082330,260465005,363597184,6.2,46,49,56,
2000,2001,Erin Brockovich,5,52000000,28138465,125595205,256271286,7.4,73,84,81,
2000,2001,Everybody Famous!,1,,17104,81734,97353,6.9,60,55,64,no info
2000,2001,Father and Daughter,1,,,,,7.9,,,,no info
2000,2001,Gladiator,12,103000000,34819017,187705427,465364545,8.5,67,77,87,
2000,2001,Hollow Man,1,95000000,26414386,73209340,190213455,5.8,24,27,28,
2000,2001,Into the Arms of Strangers: Stories of the Kindertransport,1,,32037,374555,,7.7,79,91,87,no info
2000,2001,Legacy,1,,,,,6.5,,80,67,no info
2000,2001,Long Night's Journey into Day,1,,6027,50715,50715,7.1,85,94,69,no info
2000,2001,Malèna,2,,62282,3448233,14493284,7.5,54,54,84,no info
2000,2001,Meet the Parents,1,55000000,28623300,166244045,330444045,7,73,84,79,
2000,2001,"O Brother, Where Art Thou?",2,26000000,195104,45512588,71868327,7.7,69,78,89,
2000,2001,On Tiptoe: Gentle Steps to Freedom,1,,,,,6.8,,,,no info
2000,2001,One Day Crossing,1,,,,,7.7,,,,no info
2000,2001,Pollock,2,6000000,44244,8598593,10994533,7,77,80,74,
2000,2001,Quiero Ser (I want to be...),1,,,,,7.2,,,,no info
2000,2001,Quills,3,13500000,249383,7065332,17989227,7.3,70,75,83,
2000,2001,Rejected,1,,,,,7.9,,,,no info
2000,2001,Requiem for a Dream,1,4500000,64770,3635482,7390108,8.3,68,79,93,
2000,2001,Scottsboro: An American Tragedy,1,,2991,6123,6123,7.3,74,67,87,no info
2000,2001,Seraglio,1,,,,,7,,,,no info
2000,2001,Shadow of the Vampire,2,8000000,150171,8293784,11155214,6.9,71,82,74,
2000,2001,Sound and Fury,1,,7104,114882,114882,7.9,85,96,88,no info
2000,2001,Space Cowboys,1,65000000,18093776,90464773,128884132,6.4,73,78,53,
2000,2001,The Cell,1,33000000,17515050,61334059,104155843,6.4,40,45,57,
2000,2001,The Contender,2,20000000,5363900,17872723,22428990,6.9,59,76,73,
2000,2001,The Emperor's New Groove,1,100000000,9812302,89636687,169661687,7.4,70,85,83,
2000,2001,The Man on Lincoln's Nose,1,,,,,8.6,,,,no info
2000,2001,The Patriot,3,110000000,22413710,113330342,215294342,7.2,63,62,81,
2000,2001,The Perfect Storm,2,140000000,41325042,182618434,328718434,6.4,59,47,64,
2000,2001,The Periwig-Maker,1,,,,,7.1,,,,no info
2000,2001,The Taste of Others,1,,,891369,1021938,7.2,78,100,82,no info
2000,2001,Traffic,5,48000000,184725,124115725,207515725,7.6,86,92,85,
2000,2001,U-571,2,62000000,19553310,77122415,127666415,6.6,62,67,62,
2000,2001,Vatel,1,36000000,16032,51080,184301,6.6,44,31,61,
2000,2001,Wonder Boys,3,55000000,5808919,19393557,33426588,7.2,73,81,83,
2000,2001,You Can Count on Me,2,1200000,118170,9416804,11242521,7.5,85,95,88,
2001,2002,A Beautiful Mind,8,58000000,367151,170742341,316791257,8.2,72,74,93,
2001,2002,A Man Thing (Meska Sprawa),1,,,,,7.8,,,,no info
2001,2002,A.I. Artificial Intelligence,2,100000000,29352630,78616689,235926552,7.2,65,74,64,
2001,2002,Ali,2,107000000,14710892,58203105,87812729,6.8,65,68,65,
2001,2002,Amélie,5,10000000,136470,33225499,173924742,8.3,69,89,95,
2001,2002,Artists and Orphans: A True Drama,1,,,,,4.2,,,,no info
2001,2002,Black Hawk Down,4,92000000,179823,108638745,172989651,7.7,74,76,88,
2001,2002,Bridget Jones's Diary,1,25000000,10733933,71543427,281931601,6.7,66,80,81,
2001,2002,Children Underground,1,,3075,12798,12798,8.3,85,94,92,no info
2001,2002,Copy Shop,1,,,,,7.5,,,,no info
2001,2002,Elling,1,1860000,9606,314729,2042190,7.5,70,85,91,budget:NOK
2001,2002,Fifty Percent Grey,1,,,,,6.7,,,,no info
2001,2002,For the Birds,1,,,,,8,,,88,no info
2001,2002,Ghost World,1,7000000,98791,6217849,8764007,7.3,88,93,84,
2001,2002,Give Up Yer Aul Sins,1,,,,,5.8,,,,no info
2001,2002,Gosford Park,7,19800000,241219,41308615,87754044,7.2,90,86,78,
2001,2002,Gregor's Greatest Invention,1,,,,,7.2,,,,no info
2001,2002,Harry Potter and the Sorcerer's Stone,3,125000000,90294621,318087620,1006968171,7.6,64,81,82,
2001,2002,I Am Sam,1,22000000,41779,40311852,97818139,7.7,28,35,86,
2001,2002,In the Bedroom,5,1700000,93972,35930604,44763181,7.4,86,93,81,
2001,2002,Iris,3,5500000,23144,5594617,16153953,7,76,79,73,
2001,2002,Jimmy Neutron: Boy Genius,1,30000000,13832786,80936232,102992536,6,65,74,53,
2001,2002,Kate & Leopold,1,48000000,9725408,47121859,76019048,6.4,44,51,62,
2001,2002,Lagaan,1,6000000,285368,909043,1724806,8.1,84,95,93,
2001,2002,LaLee's Kin: The Legacy of Cotton,1,,,,,7.7,78,,100,no info
2001,2002,Memento,2,9000000,235488,25544867,40047078,8.4,80,93,94,
2001,2002,Monster's Ball,2,4000000,110552,31273922,45011434,7,69,85,67,
2001,2002,"Monsters, Inc.",4,115000000,62577067,290642256,579707738,8.1,79,96,90,
2001,2002,Moulin Rouge,8,50000000,167540,57386607,184935320,7.6,66,76,89,
2001,2002,Mulholland Drive,1,15000000,587591,7220243,20130922,7.9,85,83,87,
2001,2002,Murder on a Sunday Morning,1,,,,5844,7.9,,,90,no info
2001,2002,No Man's Land,1,2420000,22645,1012153,4858869,7.9,84,93,93,budget:euro
2001,2002,Pearl Harbor,4,140000000,59078912,198542554,449220945,6.2,44,24,66,
2001,2002,Promises,1,,,247948,430862,8.3,80,96,96,no info
2001,2002,Sexy Beast,1,,170356,6946056,10045677,7.3,79,87,85,no info
2001,2002,Shrek,2,60000000,42347760,267665011,487853320,7.8,84,88,90,
2001,2002,Sing!,1,,,,,6,,,,no info
2001,2002,Son of the Bride,1,,34231,624757,8772695,7.8,68,86,92,no info
2001,2002,Speed for Thespians,1,,,,,7.6,,,,no info
2001,2002,Strange Invaders,1,,,,,6.5,,,,no info
2001,2002,Stubble Trouble,1,,,,,6,,,,no info
2001,2002,the accountant,1,,,,,7.6,,,,no info
2001,2002,The Affair of the Necklace,1,30000000,125523,471210,1198113,6.1,42,15,42,
2001,2002,The Lord of the Rings: The Fellowship of the Ring,13,93000000,47211490,315710750,888398060,8.8,92,91,95,
2001,2002,The Man Who Wasn't There,1,20000000,664404,7504257,18916623,7.5,73,81,85,
2001,2002,The Royal Tenenbaums,1,21000000,276981,52364010,71444482,7.6,76,80,89,
2001,2002,Thoth,1,,,,,6.2,,,,no info
2001,2002,Training Day,2,45000000,22550788,76631907,104876233,7.7,69,73,89,
2001,2002,Vanilla Sky,1,68000000,25015518,100618344,203388341,6.9,45,42,72,
2001,2002,War Photographer,1,,9327,61040,86863,8,79,80,93,no info
2002,2003,8 Mile,1,41000000,51240555,116750901,242875078,7.1,77,75,54,
2002,2003,About a Boy,1,30000000,8557630,41385278,130549455,7,75,93,55,
2002,2003,About Schmidt,2,30000000,282367,65016287,105834556,7.1,85,85,74,
2002,2003,Adaptation,4,19000000,384478,22498520,32801173,7.7,83,91,85,
2002,2003,Bowling for Columbine,1,4000000,209148,21576018,58011975,7.9,72,95,83,
2002,2003,Catch Me If You Can,2,52000000,30053627,164615351,352114312,8.1,75,96,89,
2002,2003,Chicago,13,45000000,2074929,170687518,306776732,7.2,81,86,83,
2002,2003,Das Rad,1,,,,,7.6,,,,no info
2002,2003,Daughter from Danang,1,,,,,7.4,77,,,no info
2002,2003,El Crimen del Padre Amaro,1,1800000,504681,5717044,26996738,6.7,60,61,74,
2002,2003,Fait D'Hiver,1,80000,,,,7.3,,,,no info
2002,2003,Far from Heaven,4,13500000,211279,15901849,29027914,7.3,84,87,80,
2002,2003,Frida,6,12000000,205996,25885000,56298474,7.4,61,75,85,
2002,2003,Gangs of New York,10,100000000,9100000,77812000,193772504,7.5,72,73,81,
2002,2003,Hero,1,31000000,17800000,53710019,177395557,7.9,85,94,87,
2002,2003,Ice Age,1,59000000,46312454,176387405,383257136,7.5,60,77,82,
2002,2003,I'll Wait for the Next One... (J'Attendrai Le Suivant...),1,,,,,7.3,,,,no info
2002,2003,Inja (Dog),1,,,,,7,,,,no info
2002,2003,Johnny Flynton,1,,,,,6.6,,,,no info
2002,2003,Lilo & Stitch,1,80000000,35260212,145794338,273144151,7.2,73,86,77,
2002,2003,Mighty Times: The Legacy of Rosa Parks,1,,,,,8.1,,,,no info
2002,2003,Mike's New Car,1,,,,,7.1,,,,no info
2002,2003,Minority Report,1,102000000,35677125,132072926,358372926,7.6,80,90,80,
2002,2003,Mt. Head,1,,,,,6.9,,,,no info
2002,2003,My Big Fat Greek Wedding,1,5000000,597362,241438208,368744044,6.6,62,76,73,
2002,2003,Nowhere in Africa,1,8470000,22070,6180200,24322180,7.5,72,85,88,budget:euro
2002,2003,Prisoner of Paradise,1,,,,,7.6,82,76,,no info
2002,2003,Road to Perdition,6,80000000,22079481,104454762,181001478,7.7,72,81,86,
2002,2003,Spellbound,1,,17508,5728581,7457710,7.5,80,97,83,no info
2002,2003,Spider-Man,2,139000000,114844116,407022860,825025036,7.3,73,90,67,
2002,2003,Spirit: Stallion of the Cimarron,1,80000000,17770036,73280117,122563539,7.2,52,70,77,
2002,2003,Spirited Away,1,19000000,449839,13750644,355475917,8.6,96,97,96,
2002,2003,Star Wars Episode II Attack of the Clones,1,115000000,80027814,310676740,653779970,6.5,54,65,56,
2002,2003,Talk to Her,2,,104396,9357911,64790996,7.9,86,91,93,no info
2002,2003,The Cathedral,1,,,,,7.4,,,,no info
2002,2003,The ChubbChubbs!,1,,,,,7.3,,,66,no info
2002,2003,The Collector of Bedford Street,1,,,,,8.2,,,,no info
2002,2003,The Hours,9,25000000,338622,41675994,108846072,7.5,80,79,84,
2002,2003,The Lord of the Rings: The Two Towers,6,94000000,62007528,342551365,943455955,8.7,87,95,95,
2002,2003,The Man without a Past,1,1600000,23281,921847,9564237,7.7,84,98,90,budget:FIM
2002,2003,The Pianist,7,35000000,111261,32572577,120072577,8.5,85,95,96,
2002,2003,The Quiet American,1,30000000,101663,12988801,27674124,7,84,87,72,
2002,2003,The Time Machine,1,80000000,22610437,56832494,123729176,6,42,29,37,
2002,2003,The Wild Thornberrys Movie,1,25000000,6013847,40108697,60694737,5.6,69,80,51,
2002,2003,This Charming Man (Der Er En Yndig Mand),1,,,,,6.9,,,,no info
2002,2003,Treasure Planet,1,140000000,12083248,38176783,110041363,7.2,60,69,72,
2002,2003,Twin Towers,1,,,,,7.5,,,,no info
2002,2003,Unfaithful,1,50000000,14065277,52775765,119137784,6.7,63,50,68,
2002,2003,Why Can't We Be a Family Again?,1,,,,,7.2,,,,no info
2002,2003,Winged Migration,1,28800000,33128,11689053,34128314,7.9,82,95,87,budget:FRF
2002,2003,Y Tu Mama Tambien,1,2000000,408091,13839658,33616692,7.6,88,92,88,
